代碼,名稱  ,產業,CB收盤價,成交量,股價,轉換價格,轉換價值,溢(折)價%,"停止轉
換起始日","停止轉
換終迄日",發行日,最近賣回日,賣回價格,到期日,到期價格,YTP,YTM,2025Q2公告基本每股盈餘(元),股價波動率120天(%),股價波動率240天(%),自營商買張數,自營商賣張數,外資買張數,外資賣張數,TCRI,發行總量(張),流通在外餘額(張),剩餘未轉換比率%,債券擔保情形,經營項目
26417,正德七,航運業,103.0,0,20.75,22.15,93.67945823927766,9.949397590361443,-,-,2024-07-26 00:00:00,2027-07-26 00:00:00,100.0,2027-07-26 00:00:00,100.0,-0.01763029512631019,-0.01763029512631019,0.62,30.11,38.96,-,-,-,-,6,5900.0,5767,97.74,無,船務代理業、海運承攬運送業、其他顧問服務業
26418,正德八,航運業,109.15,113,20.75,19.3,107.51295336787564,1.5226506024096587,-,-,2025-08-06 00:00:00,2028-08-06 00:00:00,100.7519,2030-08-06 00:00:00,100.0,-0.028656562304262053,-0.017893450988901494,0.62,30.11,38.96,110,15,0,0,6,7800.0,7251,92.96,無,船務代理業、海運承攬運送業、其他顧問服務業
27271,王品一,觀光餐旅,107.8,21,215.0,233.4,92.11653813196229,17.025674418604652,-,-,2023-03-29 00:00:00,2026-03-29 00:00:00,100.7519,2028-03-29 00:00:00,100.0,-0.20053916371743483,-0.03107061006220667,4.13,20.89,25.04,18,20,0,0,4,7000.0,6999,99.98,無,餐館業
27323,六角三,觀光餐旅,100.2,0,75.6,124.8,60.57692307692307,65.40952380952383,-,-,2024-01-26 00:00:00,2026-01-26 00:00:00,101.0,2027-01-26 00:00:00,100.0,0.0511258185383618,-0.0017264050098854881,0.59,21.28,26.65,-,-,-,-,5,6000.0,6000,100.0,無,經營連鎖餐飲品牌
27431,山富一,觀光餐旅,104.1,21,83.1,101.9,81.55053974484788,27.65090252707583,-,-,2025-08-28 00:00:00,2027-08-28 00:00:00,101.0025,2028-08-28 00:00:00,100.0,-0.01707640059449365,-0.014346906571103706,1.68,36.43,47.24,21,20,0,0,4,3000.0,3000,100.0,無,團體、客製化旅遊、機票、訂房、自由行、高鐵假期、企業差旅等、團體旅行包括出境旅遊、入境旅遊、國內旅遊和遊覽車接送服務
27531,八方雲集一,觀光餐旅,111.0,22,194.5,212.0,91.74528301886792,20.987146529562995,-,-,2025-10-09 00:00:00,2028-10-09 00:00:00,100.0,2028-10-09 00:00:00,100.0,-0.03464671568119844,-0.03464671568119844,3.53,31.32,31.18,20,22,0,0,4,8000.0,8000,100.0,無,餐飲銷售及連鎖加盟
27532,八方雲集二,觀光餐旅,111.0,18,194.5,210.0,92.61904761904762,19.845758354755773,-,-,2025-10-20 00:00:00,2028-10-20 00:00:00,100.0,2028-10-20 00:00:00,100.0,-0.03428547030442765,-0.03428547030442765,3.53,31.32,31.18,15,3,0,0,4,2000.0,2000,100.0,無,餐飲銷售及連鎖加盟
27551,揚秦一,觀光餐旅,139.0,0,124.0,86.7,143.02191464821223,-2.812096774193551,-,-,2025-01-15 00:00:00,2028-01-15 00:00:00,100.0,2028-01-15 00:00:00,100.0,-0.13197174219387378,-0.13197174219387378,1.8,33.27,36.75,-,-,-,-,5,2000.0,1212,60.6,無,連鎖餐飲之經營及相關產品銷售
27561,聯發國際一,觀光餐旅,115.0,0,90.2,90.1,100.11098779134296,14.872505543237246,-,-,2024-05-30 00:00:00,2026-05-30 00:00:00,101.0025,2027-05-30 00:00:00,100.0,-0.2454521979341822,-0.08719541328236982,1.5,38.66,39.28,-,-,-,-,5,3000.0,2950,98.33,無,經營連鎖餐飲品牌
29051,三商一,貿易百貨,99.6,0,15.8,19.23,82.16328653146127,21.22202531645567,-,-,2021-01-25 00:00:00,2026-01-25 00:00:00,100.0,2026-01-25 00:00:00,100.0,0.02617613310384427,0.02617613310384427,0.59,30.92,33.59,-,-,-,-,5,23000.0,2547,11.07,無,壽險62.05%、民生用品17.42%、資訊服務13.31%、餐飲5.16%、其他1.05%(一般投資業、產業控股公司業、)
29061,高林一,貿易百貨,99.45,1,13.5,16.8,80.35714285714286,23.760000000000005,-,-,2023-09-20 00:00:00,2026-09-20 00:00:00,100.0,2026-09-20 00:00:00,100.0,0.006865994260952219,0.006865994260952219,-0.03,13.22,22.34,1,0,0,0,5,10000.0,4600,46.0,無,國際貿易、進口服飾零售、生技醫療產業
30061,晶豪科一,電子–半導體,114.65,23,78.5,83.6,93.89952153110048,22.09859872611466,-,-,2023-10-27 00:00:00,2026-10-27 00:00:00,100.0,2026-10-27 00:00:00,100.0,-0.14090565928354135,-0.14090565928354135,0.05,55.7,51.42,18,5,0,0,5,10000.0,9999,99.99,無,積體電路收入100%(動、靜態隨機存取記憶體(DRAM/SRAM)、快閃記憶體(FLASH)、類比積體電路、類比與數位混合積體電路、與本公司業務相關之產品設計及研發之技術服務)
30134,晟銘電四,電子–電腦及週邊設備,128.35,28,131.5,143.8,91.44645340751043,40.355361216730024,-,-,2024-10-18 00:00:00,2027-10-18 00:00:00,100.0,2027-10-18 00:00:00,100.0,-0.1173527625573495,-0.1173527625573495,1.06,50.63,56.44,28,26,0,0,5,5000.0,5000,100.0,有，兆豐國際商業銀行股份有限公司、中國信託商業銀行股份有限公司,PC、NB、Server、TV及行動產品等機構件與沖壓、射出、組裝、銷售、精密模具設計製造銷售
30165,嘉晶五,電子–半導體,105.5,0,49.55,71.4,69.39775910364145,52.02219979818368,-,-,2024-07-26 00:00:00,2027-07-26 00:00:00,100.0,2027-07-26 00:00:00,100.0,-0.03155627863840355,-0.03155627863840355,0.05,60.84,57.25,-,-,-,-,6,5000.0,5000,100.0,無,矽磊晶、化合物半導體磊晶晶圓之開發、製造與銷售
30238,信邦八,電子–電子零組件,99.8,0,218.5,259.5,84.20038535645472,18.526773455377565,-,-,2022-12-12 00:00:00,2025-12-12 00:00:00,100.0,2025-12-12 00:00:00,100.0,0.06095524382097873,0.06095524382097873,3.05,30.3,39.35,-,-,-,-,4,10000.0,8167,81.67,無,各種電子零件加工、製造及其成品之買賣業務、電腦週邊設備、通訊器材、電腦通訊網路及其零組件之製造加工買賣、代理各種電子零件有關產品之報價經銷
30321,偉訓一,電子–電子零組件,106.0,65,82.8,105.9,78.18696883852691,35.57246376811596,-,-,2025-11-13 00:00:00,2027-11-13 00:00:00,101.0025,2028-11-13 00:00:00,101.5075,-0.024135164995104406,-0.014336846660954422,0.0,52.08,56.0,34,28,0,0,5,10000.0,10000,100.0,無,電腦機殼產品、電源供應器等資訊產品
30322,偉訓二,電子–電子零組件,105.6,296,82.8,101.9,81.25613346418056,29.959420289855075,-,-,2025-11-25 00:00:00,2027-11-25 00:00:00,101.0025,2030-11-25 00:00:00,100.0,-0.021918593260188052,-0.010629357828698841,0.0,52.08,56.0,0,106,0,0,5,10000.0,10000,100.0,無,電腦機殼產品、電源供應器等資訊產品
30336,威健六,電子–電子通路,129.0,7,30.55,24.84,122.98711755233495,4.889034369885437,-,-,2022-06-01 00:00:00,2026-06-01 00:00:00,102.0,2027-06-01 00:00:00,100.0,-0.4174609226077011,-0.1497340576019917,0.69,22.07,24.94,7,1,0,0,6,20000.0,4359,21.79,無,電子零組件暨周邊設備之代理銷售
30337,威健七,電子–電子通路,105.2,7,30.55,34.44,88.70499419279908,18.595351882160394,-,-,2024-09-11 00:00:00,2027-09-11 00:00:00,100.0,2029-09-11 00:00:00,100.0,-0.027756653992395425,-0.0130643194026481,0.69,22.07,24.94,6,6,0,0,6,25000.0,25000,100.0,無,電子零組件暨周邊設備之代理銷售
30371,欣興一,電子–電子零組件,134.85,524,186.5,165.4,112.75695284159613,19.593512064343166,-,-,2025-11-03 00:00:00,2028-11-03 00:00:00,100.0,2030-11-03 00:00:00,100.0,-0.08824030303566341,-0.05243406556149204,1.44,54.07,54.0,495,460,0,0,4,40000.0,40000,100.0,無,PCB製造
30401,遠見一,其他,127.0,7,59.8,47.2,126.69491525423726,0.24080267558530544,-,-,2025-06-30 00:00:00,2027-06-30 00:00:00,102.01,2028-06-30 00:00:00,100.0,-0.12447426957245593,-0.0822888920433196,-0.08,45.87,47.44,5,0,0,0,6,5000.0,3668,73.36,無,租賃服務收入、教育相關電子產品及軟件
30454,台灣大四,電子–通信網路,99.5,0,108.0,118.2,91.37055837563452,8.897222222222222,-,-,2025-02-24 00:00:00,2028-02-24 00:00:00,100.0,2030-02-24 00:00:00,100.0,0.002247758399842309,0.0011856308043124268,1.19,14.82,15.66,-,-,-,-,2,70000.0,70000,100.0,無,電信50.78%、零售相關服務49.91%、有線電視及寬頻3.15%、其他0.38%(通訊業)
30455,台灣大五,電子–通信網路,102.5,8,108.0,111.3,97.03504043126685,5.631944444444437,-,-,2025-02-25 00:00:00,2028-02-25 00:00:00,100.0,2030-02-25 00:00:00,100.0,-0.010896498193868119,-0.005750929602319284,1.19,14.82,15.66,8,1,0,0,2,30000.0,30000,100.0,無,電信50.78%、零售相關服務49.91%、有線電視及寬頻3.15%、其他0.38%(通訊業)
30882,艾訊二,電子–電腦及週邊設備,105.5,2,77.3,88.5,87.34463276836158,20.785899094437266,-,-,2023-08-28 00:00:00,2026-08-28 00:00:00,100.0,2026-08-28 00:00:00,100.0,-0.07021563106626325,-0.07021563106626325,1.81,25.57,41.15,2,2,0,0,5,8000.0,3686,46.07,無,智能物聯網產品、智能設計服務產品、博奕產品
30922,鴻碩二,電子–電子零組件,97.0,0,15.3,36.0,42.5,128.23529411764704,-,-,2023-07-04 00:00:00,2026-07-04 00:00:00,100.0,2026-07-04 00:00:00,100.0,0.05226231386025182,0.05226231386025182,-1.09,40.66,41.83,-,-,-,-,9,2500.0,463,18.52,無,連接線99.38%、不動產租賃0.62%(製造、銷售各種電腦訊號線，連接器，連接線)
30954,及成四,電子–通信網路,106.0,1,28.65,41.1,69.7080291970803,52.06282722513089,-,-,2025-02-25 00:00:00,2027-02-25 00:00:00,100.0,2028-02-25 00:00:00,100.0,-0.04570879946568708,-0.025288099581995793,-0.14,46.86,51.67,1,0,0,0,9,1500.0,1500,100.0,有，陽信商業銀行股份有限公司,各種精密五金、塑膠電子零組件、精密嵌件(INSERTPARTS)之產製、五金模具、塑膠模具之設計、製造、上述相關材料之加工及買賣
31222,笙泉二,電子–半導體,98.9,0,22.7,42.3,53.664302600472816,84.29383259911893,-,-,2024-05-03 00:00:00,2026-05-03 00:00:00,101.0025,2027-05-03 00:00:00,101.5075,0.050386229038908416,0.018541870011358014,-0.39,50.45,49.53,-,-,-,-,6,2000.0,1991,99.55,無,研發、設計及銷售各種積體電路
31282,昇銳二,電子–光電,97.2,1,27.25,37.8,72.08994708994709,34.83155963302753,-,-,2023-07-03 00:00:00,2026-07-03 00:00:00,100.0,2026-07-03 00:00:00,100.0,0.048904201358981686,0.048904201358981686,0.36,55.34,60.23,0,1,0,0,7,3000.0,1083,36.1,無,各種電子監視系統之製造加工、各種電子監視系統及其另件之買賣及安裝業務、前項有關產品及其原材料之進出口業務
31311,弘塑一,電子–其他電子,121.4,109,1475.0,1736.5,84.94097322199828,42.92277966101694,-,-,2025-07-30 00:00:00,2028-07-30 00:00:00,100.0,2030-07-30 00:00:00,100.0,-0.06612643516629389,-0.03778098732636755,10.4,57.14,61.05,42,42,0,0,5,10000.0,10000,100.0,無,半導體及積體電路製造設備之工程承包、製造、買賣及維修工程、化學品：工業級、試藥級、電子級混酸（蝕刻液）、電鑄藥液、半導體相關之機械安裝、電子零組件製造
31312,弘塑二,電子–其他電子,123.0,34,1475.0,1626.6,90.67994589942211,35.64189830508475,-,-,2025-08-05 00:00:00,2028-08-05 00:00:00,100.0,2030-08-05 00:00:00,100.0,-0.06971606999011769,-0.039936824178072095,10.4,57.14,61.05,33,32,0,0,5,10000.0,10000,100.0,無,半導體及積體電路製造設備之工程承包、製造、買賣及維修工程、化學品：工業級、試藥級、電子級混酸（蝕刻液）、電鑄藥液、半導體相關之機械安裝、電子零組件製造
31382,耀登二,電子–通信網路,106.0,0,89.8,114.7,78.29119442022667,35.39198218262807,-,-,2025-01-10 00:00:00,2028-01-10 00:00:00,100.0,2028-01-10 00:00:00,100.0,-0.026796857793113568,-0.026796857793113568,1.24,32.65,41.56,-,-,-,-,6,7000.0,7000,100.0,無,射頻應用產品之天線研發製造及相關進出口貿易業務、人體手持、穿戴與植入系統的安全性與電磁相容之評估服務、代理精密量測儀器及國內外廠商產品之投標報價經銷業務
31413,晶宏三,電子–半導體,98.3,0,43.25,93.6,46.207264957264954,112.7371098265896,-,-,2024-05-20 00:00:00,2026-05-20 00:00:00,100.0,2027-05-20 00:00:00,100.0,0.036914089224417614,0.011776696375700398,0.38,39.19,41.12,-,-,-,-,6,8000.0,8000,100.0,無,LCD驅動IC之設計與產銷
31672,大量二,電機機械,131.0,9,203.5,169.1,120.34299231224128,8.855528255528245,-,-,2025-08-06 00:00:00,2028-08-06 00:00:00,100.0,2028-08-06 00:00:00,100.0,-0.08813678143012928,-0.08813678143012928,2.44,68.64,65.31,5,3,0,0,6,5000.0,5000,100.0,無,各種機器之設計製造加工及買賣、各種模具之設計製造加工及買賣、上項有關業務之進出口貿易業務
31882,鑫龍騰二,建材營建,100.55,69,31.7,31.4,100.95541401273886,-0.40157728706625706,-,-,2025-06-20 00:00:00,2027-06-20 00:00:00,102.01,2028-06-20 00:00:00,100.0,0.009347179577579027,-0.0021398919021480404,2.58,26.01,35.13,21,34,0,0,7,6000.0,6000,100.0,無,住宅及大樓開發租售業、建材批發業、一般廣告服務業
32071,耀勝一,電子–電子零組件,100.2,0,69.8,100.99,69.11575403505297,44.97418338108883,-,-,2024-03-25 00:00:00,2026-03-25 00:00:00,102.01,2027-03-25 00:00:00,100.0,0.05733315976742196,-0.0015177977378576582,-0.05,38.33,47.18,-,-,-,-,7,5000.0,4871,97.42,無,電視/伺服器/工業用/Inverter/汽機車/綠能等各式變壓器與線圈
32571,虹冠電一,電子–半導體,114.05,0,61.1,72.2,84.62603878116343,34.7693944353519,-,-,2024-11-01 00:00:00,2027-11-01 00:00:00,101.5075,2029-11-01 00:00:00,100.0,-0.05726162474726091,-0.031400089150353035,1.12,44.95,50.81,-,-,-,-,6,5000.0,5000,100.0,無,功率積體電路(PowerIC)、電源模組(PowerModule)、場效電晶體(MOSFET)
32723,東碩三,電子–電腦及週邊設備,92.3,6,19.05,34.2,55.701754385964904,65.70393700787403,-,-,2024-03-07 00:00:00,2027-03-07 00:00:00,100.7518,2029-03-07 00:00:00,100.0,0.07234331396303235,0.02552357150187215,-2.96,26.92,38.05,-,-,-,-,8,3000.0,2997,99.9,無,USB萬用匯流埠等電腦週邊設備之研發、產製、居家智能應用之軟、韌、硬體之開發整合、前項有關產品及原料之進出口貿易業務
32843,太普高三,其他,99.0,0,22.1,23.91,92.42994562944375,7.108144796380089,-,-,2025-09-15 00:00:00,2027-09-15 00:00:00,101.0025,2028-09-15 00:00:00,100.0,0.011288921323325011,0.0036145771439889318,0.64,39.69,43.75,-,-,-,-,7,2000.0,2000,100.0,無,印刷預塗式平版及鋁版素材、感光呈像用光阻劑，顯影劑
33035,岱稜五,電子–其他電子,100.0,0,46.0,58.6,78.49829351535836,27.391304347826107,-,-,2024-11-26 00:00:00,2027-11-26 00:00:00,101.5075,2029-11-26 00:00:00,100.0,0.007579028925619809,0.0,1.59,24.6,38.37,-,-,-,-,6,5000.0,5000,100.0,無,真空蒸鍍薄膜94.47%、光電材料5.53%(真空蒸鍍薄膜之製造加工、買賣及其原材料之買賣、電子膠帶、保護膜等光電材料之製造加工買賣、前各項相關產品之進出口貿易業務、)
33055,昇貿五,電子–其他電子,134.9,0,95.8,73.3,130.69577080491132,3.2168058455114945,-,-,2023-12-25 00:00:00,2025-12-25 00:00:00,101.0025,2026-12-25 00:00:00,100.0,-3.668669384729429,-0.2421261713329912,1.19,68.89,58.9,-,-,-,-,6,8000.0,1093,13.66,無,經營銲錫絲、銲錫棒、BGA錫球及銲錫膏等之製造及銷售
33121,弘憶股一,電子–電子通路,94.1,8,36.7,73.2,50.13661202185793,87.68719346049043,2025/11/27,2025/12/26,2024-06-25 00:00:00,2027-06-25 00:00:00,100.0,2027-06-25 00:00:00,100.0,0.0400091406998953,0.0400091406998953,1.04,34.1,47.58,-,-,-,-,6,10000.0,9999,99.99,無,電子零組件之製造加工及買賣業務、電腦系統設備、主機板、介面卡與電腦週邊設備製造加工及賣賣、一般進出口貿易業務、租賃業
33133,斐成三,其他,109.1,4,14.6,15.7,92.99363057324841,17.319863013698612,-,-,2024-11-29 00:00:00,2027-11-29 00:00:00,100.0,2027-11-29 00:00:00,100.0,-0.04176206623842157,-0.04176206623842157,-0.06,46.51,47.21,2,4,0,0,8,4000.0,3943,98.57,有，元大商業銀行股份有限公司,住宅及大樓開發租售業務、建材批發、綜合營造
33225,建舜電五,電子–電子零組件,97.85,0,12.6,23.54,53.52591333899745,82.80865079365078,-,-,2024-09-02 00:00:00,2026-09-02 00:00:00,101.0025,2027-09-02 00:00:00,100.0,0.042606714654936366,0.01251158886416781,0.0,39.71,42.58,-,-,-,-,6,1500.0,1500,100.0,無,線裝類(含連接器)、電子產品、天線
33233,加百裕三,電子–電腦及週邊設備,122.0,4,39.3,32.6,120.5521472392638,1.2010178117048298,-,-,2023-06-02 00:00:00,2026-06-02 00:00:00,101.5075,2026-06-02 00:00:00,101.5075,-0.3332039602637207,-0.3332039602637207,-0.26,57.33,63.99,1,1,0,0,6,4000.0,775,19.37,無,電子零組件製造業，電池製造業，電器零售業、電子材料批發業，電子材料零售業，電器批發業、國際貿易業
33245,雙鴻五,電子–其他電子,143.0,2,894.0,734.4,121.73202614379085,17.47114093959732,-,-,2024-07-31 00:00:00,2027-07-31 00:00:00,101.5075,2029-07-31 00:00:00,100.0,-0.1741898520887008,-0.08196806927202746,10.66,47.6,52.98,2,2,0,0,4,15000.0,15000,100.0,無,散熱模組
33465,麗清五,汽車工業,99.6,0,19.45,35.8,54.329608938547494,83.32544987146527,-,-,2022-12-28 00:00:00,2025-12-28 00:00:00,100.0,2025-12-28 00:00:00,100.0,0.05235226620768854,0.05235226620768854,0.03,24.55,33.99,-,-,-,-,7,3000.0,202,6.73,無,電子材料批發業、國際貿易業(限工廠產品)、電子零組件製造業
33466,麗清六,汽車工業,96.5,0,19.45,36.5,53.287671232876704,81.09254498714655,-,-,2024-11-27 00:00:00,2026-11-27 00:00:00,100.5,2027-11-27 00:00:00,100.0,0.04179429193026643,0.018209548788049357,0.03,24.55,33.99,-,-,-,-,7,3000.0,3000,100.0,無,電子材料批發業、國際貿易業(限工廠產品)、電子零組件製造業
33571,臺慶科一,電子–電子零組件,146.35,61,161.0,108.9,147.84205693296602,-1.0092236024844659,-,-,2023-10-31 00:00:00,2026-10-31 00:00:00,100.0,2026-10-31 00:00:00,100.0,-0.3450683038514295,-0.3450683038514295,2.53,42.23,41.04,35,57,0,0,4,11000.0,9829,89.35,無,線圈、晶片、網路變壓器
33621,先進光一,電子–光電,101.6,34,92.5,251.0,36.852589641434264,175.69297297297294,-,-,2024-07-16 00:00:00,2027-07-16 00:00:00,100.75,2029-07-16 00:00:00,100.0,-0.005149480155621347,-0.004341413516663883,0.08,41.17,48.03,9,9,0,0,6,12000.0,11999,99.99,有，臺灣土地銀行股份有限公司,光學鏡片加工製造買賣、鏡片組合裝配製造買賣、光學原器加工製造買賣
33763,新日興三,電子–電子零組件,125.95,20,197.0,195.2,100.922131147541,24.799187817258872,-,-,2024-08-23 00:00:00,2027-08-23 00:00:00,101.51,2029-08-23 00:00:00,100.0,-0.1122448787000099,-0.05521472929086957,0.59,51.78,56.8,20,9,0,0,4,8000.0,7969,99.61,無,NB、液晶顯示幕、手機、3C電子等樞紐之研發、製造及銷售、精密金屬沖壓件、精密彈簧製品
33881,崇越電一,電子–電子零組件,104.0,8,62.0,62.8,98.72611464968153,5.341935483870963,-,-,2022-11-09 00:00:00,2027-11-09 00:00:00,100.0,2027-11-09 00:00:00,100.0,-0.01980036888358467,-0.01980036888358467,1.18,9.07,16.67,8,3,0,0,4,7000.0,6999,99.98,無,化學品87.98%、一般貿易11.26%、其他0.76%(代理銷售特用化學材料、特殊設備及一般貿易業)
33902,旭軟二,電子–電子零組件,110.2,2,21.6,24.2,89.25619834710746,23.464814814814794,-,-,2025-02-21 00:00:00,2028-02-21 00:00:00,100.0,2028-02-21 00:00:00,100.0,-0.04155477126459107,-0.04155477126459107,0.08,31.13,34.5,2,2,0,0,7,2000.0,2000,100.0,有，中國信託商業銀行股份有限公司,軟性印刷電路板
34163,融程電三,電子–電腦及週邊設備,124.0,0,146.0,127.1,114.87018095987412,7.947945205479456,-,-,2024-01-25 00:00:00,2026-01-25 00:00:00,100.5,2027-01-25 00:00:00,100.0,-1.2352390552995394,-0.16780323346869974,2.26,38.53,40.16,-,-,-,-,5,5000.0,4203,84.06,無,強固型工業用行動電腦、強固型顯示器、其他
34793,安勤三,電子–電腦及週邊設備,112.2,0,98.4,109.3,90.02744739249772,24.628658536585355,-,-,2024-01-22 00:00:00,2027-01-22 00:00:00,100.0,2027-01-22 00:00:00,100.0,-0.09494750488277089,-0.09494750488277089,1.94,30.37,37.97,-,-,-,-,5,6500.0,6500,100.0,無,單板電腦、系統產品、產業電腦週邊
34834,力致四,電子–電腦及週邊設備,104.0,0,92.2,136.1,67.74430565760471,53.51843817787416,-,-,2024-05-22 00:00:00,2027-05-22 00:00:00,100.0,2027-05-22 00:00:00,100.0,-0.02609379468115526,-0.02609379468115526,1.62,38.69,44.5,-,-,-,-,6,2000.0,2000,100.0,無,NBThermalModule、Others
34843,崧騰三,電子–電子零組件,124.45,28,50.2,42.2,118.957345971564,4.617330677290821,-,-,2023-04-24 00:00:00,2026-04-24 00:00:00,100.75,2028-04-24 00:00:00,100.0,-0.4793782297280447,-0.081860184813178,1.24,23.18,39.91,28,28,0,0,5,4000.0,2545,63.62,無,變頻控制器、電控裝置產品、其他
34912,昇達科二,電子–通信網路,168.0,13,513.0,299.6,171.22830440587447,-1.8853801169590456,-,-,2024-08-28 00:00:00,2027-08-28 00:00:00,100.0,2029-08-28 00:00:00,100.0,-0.23229260257562145,-0.10807468561674853,1.33,48.51,55.04,7,12,0,0,5,10000.0,1119,11.19,無,低軌道衛星及微波高頻通訊元件設計研發與製造、微波高頻通訊元件-濾波器、雙工器之設計研發與製造、微波高頻通訊元件-天線及其他被動元件之設計研發與製造
35161,亞帝歐一,電子–光電,109.0,0,19.75,25.81,76.52072839984503,42.44506329113924,-,-,2024-10-18 00:00:00,2027-10-18 00:00:00,100.0,2027-10-18 00:00:00,100.0,-0.0438684347582228,-0.0438684347582228,0.0,21.1,33.94,-,-,-,-,7,3500.0,3500,100.0,有，永豐商業銀行股份有限公司,照明產品設計組裝
35181,柏騰一,電子–其他電子,107.9,1,20.7,35.0,59.14285714285714,82.43961352657007,-,-,2024-08-15 00:00:00,2027-08-15 00:00:00,100.0,2027-08-15 00:00:00,100.0,-0.04289537455910818,-0.04289537455910818,-0.03,46.61,46.83,1,1,0,0,8,3000.0,3000,100.0,有，台新國際商業銀行股份有限公司,PVD外觀鍍膜表面處理
35221,御嵿一,觀光餐旅,106.35,23,16.0,18.6,86.02150537634408,23.63187499999999,-,-,2023-12-18 00:00:00,2025-12-18 00:00:00,101.0025,2026-12-18 00:00:00,101.5075,-1.0196089954552578,-0.043393654382728145,-1.64,33.26,41.15,18,19,0,0,9,1500.0,1231,82.06,有，兆豐國際商業銀行股份有限公司,餐飲收入92.34%、旅遊收入7.66%、管理顧問收入%(餐飲收入、旅遊收入、其他)
35265,凡甲五,電子–電子零組件,151.0,0,241.5,161.2,149.81389578163774,0.7917184265010091,-,-,2022-02-14 00:00:00,2026-02-14 00:00:00,100.0,2027-02-14 00:00:00,100.0,-1.622080864412687,-0.2795422804883542,4.1,26.41,31.69,-,-,-,-,5,8000.0,2537,31.71,無,電子連接器、連接線及其零組件之研發、生產、銷售及前述有關產品、之進出口貿易業務，若按終端應用主要可區分為伺服器、汽車、筆記、型電腦、工業電腦、網通設備、醫療設備等連接器及高速連接線
35266,凡甲六,電子–電子零組件,130.0,1,241.5,200.3,120.56914628057912,7.821946169772276,-,-,2024-01-29 00:00:00,2027-01-29 00:00:00,100.0,2029-01-29 00:00:00,100.0,-0.19819004524886874,-0.0728639872238488,4.1,26.41,31.69,1,0,0,0,5,10000.0,7875,78.75,無,電子連接器、連接線及其零組件之研發、生產、銷售及前述有關產品、之進出口貿易業務，若按終端應用主要可區分為伺服器、汽車、筆記、型電腦、工業電腦、網通設備、醫療設備等連接器及高速連接線
35267,凡甲七,電子–電子零組件,115.2,57,241.5,269.6,89.57715133531157,28.604223602484492,-,-,2025-07-24 00:00:00,2028-07-24 00:00:00,100.0,2030-07-24 00:00:00,100.0,-0.04980322877168791,-0.028379329535782098,4.1,26.41,31.69,57,52,0,0,5,15000.0,15000,100.0,無,電子連接器、連接線及其零組件之研發、生產、銷售及前述有關產品、之進出口貿易業務，若按終端應用主要可區分為伺服器、汽車、筆記、型電腦、工業電腦、網通設備、醫療設備等連接器及高速連接線
35482,兆利二,電子–電子零組件,103.0,3,91.6,186.0,49.247311827956985,109.14847161572054,-,-,2024-01-08 00:00:00,2027-01-08 00:00:00,100.0,2027-01-08 00:00:00,100.0,-0.02631452465634912,-0.02631452465634912,0.68,38.99,48.54,3,0,0,0,4,8000.0,7999,99.98,無,NB、LCD、手機、3C電子等產品的扭力轉軸之研發設計、製造及銷售、光纖連接器之研發設計、製造及銷售
35483,兆利三,電子–電子零組件,101.5,43,91.6,162.8,56.26535626535626,80.39519650655022,-,-,2025-02-25 00:00:00,2028-02-25 00:00:00,100.0,2030-02-25 00:00:00,100.0,-0.006602311713525989,-0.0034845534043609384,0.68,38.99,48.54,37,43,0,0,4,15000.0,15000,100.0,無,NB、LCD、手機、3C電子等產品的扭力轉軸之研發設計、製造及銷售、光纖連接器之研發設計、製造及銷售
35513,世禾三,綠能環保,118.0,41,157.5,173.0,91.04046242774567,29.6126984126984,-,-,2025-10-28 00:00:00,2028-10-28 00:00:00,100.0,2028-10-28 00:00:00,100.0,-0.052378143087201255,-0.052378143087201255,2.07,41.57,48.01,40,4,0,0,5,5000.0,5000,100.0,無,半導體設備、光電設備、太陽能設備零組件之潔淨再生、維修、半導體設備、光電設備、太陽能設備零組件之買賣、零組件製程之研發設計、製造加工及組裝
35642,其陽二,電子–通信網路,95.0,0,48.0,83.9,57.210965435041714,66.05208333333334,-,-,2024-09-03 00:00:00,2027-09-03 00:00:00,100.0,2027-09-03 00:00:00,100.0,0.02992293818658793,0.02992293818658793,0.18,46.52,51.72,-,-,-,-,6,5000.0,5000,100.0,無,網路安全相關產品之設計、製造及銷售
35831,辛耘一,電子–半導體,114.25,0,316.5,349.3,90.60979101059262,26.09012638230648,-,-,2024-06-07 00:00:00,2026-06-07 00:00:00,100.0,2027-06-07 00:00:00,100.0,-0.24087388419992362,-0.08217538648697754,3.66,40.2,45.9,-,-,-,-,4,2000.0,2000,100.0,無,半導體/LED/Solar/LCD等製程機台設備代理、研發與製造、晶圓再生技術研發與服務、化學分析儀器代理技術、研發與製造
35832,辛耘二,電子–半導體,118.6,3,316.5,337.4,93.80557202133966,26.431721958925735,-,-,2024-06-19 00:00:00,2026-06-19 00:00:00,100.0,2027-06-19 00:00:00,100.0,-0.2847902141904305,-0.10113574744218468,3.66,40.2,45.9,2,3,0,0,4,10000.0,9989,99.89,無,半導體/LED/Solar/LCD等製程機台設備代理、研發與製造、晶圓再生技術研發與服務、化學分析儀器代理技術、研發與製造
